,wait
1951,20.0
1952,21.0
1953,19.0
1954,14.0
1955,19.0
1956,21.0
1957,20.0
1958,15.0
1959,21.0
1960,21.0
1961,16.0
1962,20.0
1963,21.0
1964,20.0
1965,16.0
1966,21.0
1967,17.0
1968,21.0
1969,23.0
1970,15.0
1971,16.0
1972,23.0
1973,21.0
1974,18.0
1975,15.0
1976,17.0
1977,21.0
1978,18.0
1979,23.0
1980,21.0
1981,14.0
1982,17.0
1983,22.0
1984,21.0
1985,15.0
1986,14.0
1987,18.0
1988,22.0
1989,18.0
1990,23.0
1991,17.0
1992,18.0
1993,23.0
1994,17.0
1995,24.0
1996,17.0
1997,18.0
1998,15.0
1999,16.0
2000,15.0
2001,15.0
2002,18.0
2003,15.0
2004,15.0
2005,20.0
2006,25.0
2007,16.0
2008,15.0
2009,20.0
2010,25.0
2011,19.0
2012,15.0
2013,23.0
2014,20.0
2015,18.0
2016,19.0
2017,19.0
2018,21.0
2019,15.0
2020,15.0
2021,19.0
2022,17.0
2023,15.0
2024,20.0
2025,19.0
2026,15.0
2027,20.0
2028,24.0
2029,16.0
2030,20.0
2031,24.0
2032,24.0
2033,21.0
2034,24.0
2035,17.0
2036,24.0
2037,20.0
2038,24.0
2039,22.0
2040,24.0
2041,16.0
2042,23.0
2043,20.0
2044,16.0
2045,23.0
2046,21.0
2047,25.0
2048,16.0
2049,20.0
2050,24.0
2051,25.0
2052,19.0
2053,17.0
2054,24.0
2055,26.0
2056,17.0
2057,19.0
2058,20.0
2059,17.0
2060,19.0
2061,26.0
2062,16.0
2063,20.0
2064,19.0
2065,14.0
2066,29.0
2067,21.0
2068,17.0
2069,15.0
2070,20.0
2071,30.0
2072,19.0
2073,16.0
2074,18.0
2075,18.0
2076,15.0
2077,32.0
2078,18.0
2079,16.0
2080,19.0
2081,32.0
2082,17.0
2083,18.0
2084,32.0
2085,18.0
2086,15.0
2087,18.0
2088,19.0
2089,25.0
2090,15.0
2091,17.0
2092,14.0
2093,26.0
2094,22.0
2095,17.0
2096,17.0
2097,14.0
2098,23.0
2099,18.0
2100,20.0
2101,23.0
2102,20.0
2103,17.0
2104,16.0
2105,15.0
2106,20.0
2107,19.0
2108,21.0
2109,22.0
2110,13.0
2111,22.0
2112,19.0
2113,13.0
2114,20.0
2115,20.0
2116,20.0
2117,19.0
2118,15.0
2119,20.0
2120,21.0
2121,17.0
2122,15.0
2123,19.0
2124,19.0
2125,23.0
2126,16.0
2127,21.0
2128,18.0
2129,22.0
2130,21.0
2131,17.0
2132,22.0
2133,20.0
2134,18.0
2135,21.0
2136,17.0
2137,18.0
2138,16.0
