,wait
2056,13.0
2057,12.0
2058,11.0
2059,12.0
2060,14.0
2061,14.0
2062,11.0
2063,15.0
2064,14.0
2065,12.0
2066,12.0
2067,15.0
2068,11.0
2069,15.0
2070,13.0
2071,12.0
2072,11.0
2073,11.0
2074,15.0
2075,11.0
2076,13.0
2077,15.0
2078,14.0
2079,11.0
2080,11.0
2081,15.0
2082,14.0
2083,11.0
2084,11.0
2085,15.0
2086,11.0
2087,11.0
2088,14.0
2089,15.0
2090,12.0
2091,11.0
2092,11.0
2093,12.0
2094,12.0
2095,11.0
2096,12.0
2097,11.0
2098,12.0
2099,11.0
2100,12.0
2101,12.0
2102,12.0
2103,11.0
2104,11.0
2105,11.0
2106,12.0
2107,13.0
2108,11.0
2109,12.0
2110,13.0
2111,11.0
2112,13.0
2113,11.0
2114,13.0
2115,11.0
2116,11.0
2117,13.0
2118,11.0
2119,11.0
2120,13.0
2121,13.0
2122,12.0
2123,11.0
2124,12.0
2125,11.0
2126,11.0
2127,13.0
2128,12.0
2129,11.0
2130,13.0
2131,11.0
2132,11.0
2133,13.0
2134,11.0
2135,11.0
2136,12.0
2137,13.0
2138,11.0
